Brand,Copang_number,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Tax status,In stock?,Backorders allowed?,Sold individually?,Allow customer reviews?,Regular price,Sale price,Categories,Images,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,5001060696 - 6685351005,simple,SKU_2API34O_32KA9UL,Ernesty Auto Dual Pencil Eyebrow 0.18g,-1,0,visible,"Weight per piece: 0.18g
Dual type availability: Dual type
Color Family: Brown","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2API34O_32KA9UL_17.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2API34O_32KA9UL_15.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2API34O_32KA9UL_16.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_7.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_13.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_8.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2API34O_32KA9UL_14.webp"" width=""100%"" />""",taxable,1,0,0,1,7010,6880,Beauty > Makeup > Eye Makeup > Eyebrow,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2API34O_32KA9UL_17.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2API34O_32KA9UL_15.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2API34O_32KA9UL_16.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.18g,1,0
Maybelline,6284846509 - 12922742731,simple,SKU_2VXU2LP_5XPV83V,Maybelline Colossal Waterproof Mascara 9.2ml + Remover 20ml Set,-1,0,visible,"Color family: black family
Whether waterproof: waterproof
Type: Volume + Curl
Presence of Pearl: No Pearl","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VXU2LP_5XPV83V_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VXU2LP_5XPV83V_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VXU2LP_5XPV83V_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2VXU2LP_5XPV83V_4.webp"" width=""100%"" />""",taxable,1,0,0,1,16000,10640,Beauty > Makeup > Eye Makeup > Mascara,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2VXU2LP_5XPV83V_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,Mascara: 9.2ml / Remover: 20ml,1,0
,41831373 - 3468473752,simple,SKU_OWLAL_1LD1FH4,Lilybyred Slim Pencil Eyeliner 0.14g,-1,0,visible,"Whether waterproof: waterproof
Presence of Pearl: No Pearl
Eye makeup color type: Brown","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_OWLAL_1LD1FH4_1.webp"" width=""100%"" />""",taxable,1,0,0,1,18000,10540,Beauty > Makeup > Eye Makeup > Eyeliner,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_OWLAL_1LD1FH4_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.14g *2,1,0
Etude,6157822214 - 8527188787,simple,SKU_2TU7I12_3X0V8Z7,Etude Play Color Eyes Dusty Cat Eye Palette,-1,0,visible,"Color Family: Multi
Weight per piece: 0.8g","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TU7I12_3X0V8Z7_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TU7I12_3X0V8Z7_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2TU7I12_3X0V8Z7_2.webp"" width=""100%"" />""",taxable,1,0,0,1,25000,17000,Beauty > Makeup > Eye Makeup > Eye Palette,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TU7I12_3X0V8Z7_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TU7I12_3X0V8Z7_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TU7I12_3X0V8Z7_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2TU7I12_3X0V8Z7_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.8g,1,0
Merge,6055348733 - 11113372141,simple,SKU_2S574ZH_53SM4TP,Merge Windy Pop Eye Glitter,-1,0,visible,"With or without pearl: with pearl
Color type: Pink type
Brush/puff included: brush/puff included
Eyeshadow Formulation: Liquid","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S574ZH_53SM4TP_2.jpg"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2S574ZH_53SM4TP_1.webp"" width=""100%"" />""",taxable,1,0,0,1,9900,8820,Beauty > Makeup > Eye Makeup > Eye Shadow,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S574ZH_53SM4TP_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S574ZH_53SM4TP_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S574ZH_53SM4TP_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S574ZH_53SM4TP_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2S574ZH_53SM4TP_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,1. lamb,1,0
Stila,6563824322 - 14706725560,simple,SKU_30JXJ9E_6R8062G,Stila Magnificent Metal Glitter Glow Liquid Eyeshadow,-1,0,visible,"With or without Pearl: With Pearl
Eye shadow container: tip brush type
Eyeshadow Formulation: Liquid
Color family: Silver/white family","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_30JXJ9E_6R8062G_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_30JXJ9E_6R8062G_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_30JXJ9E_6R8062G_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_30JXJ9E_6R8062G_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_30JXJ9E_6R8062G_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_30JXJ9E_6R8062G_5.webp"" width=""100%"" />""",taxable,1,0,0,1,35000,32900,Beauty > Makeup > Eye Makeup > Eye Shadow,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_30JXJ9E_6R8062G_7.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,4.5 ml,1,0
Stila,6445883735 - 13972442356,simple,SKU_2YLPNPZ_6F2TXIS,Stila Magnificent Metals Glitter and Glow Mini Tip Liquid Eyeshadow,-1,0,visible,"With or without pearl: with pearl
Color family: Silver/white family
Eye shadow container: tip brush type
Eyeshadow Formulation: Liquid","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2YLPNPZ_6F2TXIS_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2YLPNPZ_6F2TXIS_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2YLPNPZ_6F2TXIS_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2YLPNPZ_6F2TXIS_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2YLPNPZ_6F2TXIS_2.webp"" width=""100%"" />""",taxable,1,0,0,1,35000,23950,Beauty > Makeup > Eye Makeup > Eye Shadow,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2YLPNPZ_6F2TXIS_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2YLPNPZ_6F2TXIS_6.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,4.5 ml,1,0
I'M Uni,5273307374 - 7521581607,simple,SKU_2F7LA0E_3GE5LIF,I'm Uni Eye Stick Shadow Aegyo Eye Liner Pencil Duo,-1,0,visible,"Color family: Gold/Beige
Eyeshadow Container: Dual Type
Whether brush/puff is included: Without brush/puff
With or without Pearl: With Pearl","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2F7LA0E_3GE5LIF_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2F7LA0E_3GE5LIF_1.webp"" width=""100%"" />""",taxable,1,0,0,1,12000,7900,Beauty > Makeup > Eye Makeup > Eye Shadow,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2F7LA0E_3GE5LIF_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2F7LA0E_3GE5LIF_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0. pilgrimage,1,0
Maybelline,192020559 - 549229709,simple,SKU_36BO0F_92ZWCT,Maybelline Define & Blend Brow Pencil 0.16g,-1,0,visible,"Weight per piece: 0.16g
Color Family: Brown
Built-in brush: Built-in brush
Dual type availability: Dual type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36BO0F_92ZWCT_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36BO0F_92ZWCT_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_36BO0F_92ZWCT_3.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,9350,Beauty > Makeup > Eye Makeup > Eyebrow,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36BO0F_92ZWCT_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36BO0F_92ZWCT_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36BO0F_92ZWCT_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_36BO0F_92ZWCT_6.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.16g,1,0
I'M Uni,7164445039 - 18036710723,simple,SKU_3AHIX67_8AALB2B,I'm Uni Double Active Volume Mascara 8.5g,-1,0,visible,Color family: black family,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AHIX67_8AALB2B_2.jpg"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_3AHIX67_8AALB2B_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,8900,Beauty > Makeup > Eye Makeup > Mascara,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3AHIX67_8AALB2B_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_3AHIX67_8AALB2B_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,8.5g,1,0
Rom&N,5455561365 - 8337413811,simple,SKU_2I83M39_3TVVPO3,ROM&Hhanall Sharp Eyebrow Auto Pencil,-1,0,visible,"Color family: Gold/Beige
Whether waterproof: waterproof
Built-in brush: Built-in brush
Dual type availability: Dual type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2I83M39_3TVVPO3_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2I83M39_3TVVPO3_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2I83M39_3TVVPO3_3.jpg"" width=""100%"" />""",taxable,1,0,0,1,12000,8900,Beauty > Makeup > Eye Makeup > Eyebrow,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2I83M39_3TVVPO3_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2I83M39_3TVVPO3_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,Pencil: 0.05g/Cream: 0.24g,1,0
Merge,252982015 - 8283040531,simple,SKU_46MA67_3SZIAZ7,Merge the First Easy Drawing Gel Eyeliner 0.14g,-1,0,visible,"Eye makeup color type: Brown
Presence or absence of pearl: No pearl
Whether waterproof: waterproof","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_46MA67_3SZIAZ7_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_46MA67_3SZIAZ7_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_46MA67_3SZIAZ7_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_46MA67_3SZIAZ7_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_46MA67_3SZIAZ7_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_46MA67_3SZIAZ7_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_46MA67_3SZIAZ7_5.webp"" width=""100%"" />""",taxable,1,0,0,1,13800,12800,Beauty > Makeup > Eye Makeup > Eyeliner,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_46MA67_3SZIAZ7_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_46MA67_3SZIAZ7_7.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_46MA67_3SZIAZ7_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_46MA67_3SZIAZ7_9.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.14g,1,0
I'M Uni,6073595446 - 6215993766,simple,SKU_2SG288M_2USUBHI,I'm Uni Ultra Slim Gel Eyeliner Pencil,-1,0,visible,"Eye makeup color type: black
Whether waterproof: waterproof
Presence or absence of pearl: No pearl","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SG288M_2USUBHI_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_2SG288M_2USUBHI_2.jpg"" width=""100%"" />""",taxable,1,0,0,1,11000,7900,Beauty > Makeup > Eye Makeup > Eyeliner,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_2SG288M_2USUBHI_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.05g,1,0
,6627023906 - 15092294913,simple,SKU_31LK4DE_6XLK9A9,Viebeauty Eyelash Boost Serum Eyelash Nutrition,-1,0,visible,,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31LK4DE_6XLK9A9_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31LK4DE_6XLK9A9_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31LK4DE_6XLK9A9_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31LK4DE_6XLK9A9_3.webp"" width=""100%"" />""",taxable,1,0,0,1,32000,23200,Beauty > Makeup > Eye Makeup > Mascara,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31LK4DE_6XLK9A9_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31LK4DE_6XLK9A9_6.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,a job,1,0
Maybelline,60634817 - 208018449,simple,SKU_103M4H_3FUK29,Maybelline New York Falls Push Up Angel Mascara 9.7ml,-1,0,visible,"Whether waterproof: waterproof
Type: Long + Curl
Presence of Pearl: No Pearl
Color family: black family",,taxable,1,0,0,1,10910,10750,Beauty > Makeup > Eye Makeup > Mascara,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_103M4H_3FUK29_1.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_103M4H_3FUK29_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_103M4H_3FUK29_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_103M4H_3FUK29_4.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,r.load,1,0
Apieu,1800820041 - 3064020108,simple,SKU_TS5TMX_1EO8L1O,Born2B Madproof Long Volume Mascara Lv.3 Lash to the Sky 8g,-1,0,visible,"Date of manufacture: 2022-01-12
Color family: black family
Type: Long + Volume
Eye makeup type: normal type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_TS5TMX_1EO8L1O_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,8130,Beauty > Makeup > Eye Makeup > Mascara,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_TS5TMX_1EO8L1O_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,8 g,1,0
Kate,6635959008 - 15150449195,simple,SKU_31QVMQO_6YK6PEZ,Kate Super Sharp Liner EX 3.0 0.6ml,-1,0,visible,"Eye makeup color type: Brown
Presence or absence of pearl: No pearl
Whether waterproof: waterproof","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31QVMQO_6YK6PEZ_1.webp"" width=""100%"" />""",taxable,1,0,0,1,18000,12580,Beauty > Makeup > Eye Makeup > Eyeliner,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31QVMQO_6YK6PEZ_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0. dullness,1,0
,1800820160 - 3064020266,simple,SKU_TS5TQ8_1EO8L62,Born2B Madproof Liquid Eyeliner 0.6g,-1,0,visible,"Date of manufacture: 2022-02-01
Whether waterproof: waterproof
Presence or absence of pearl: No pearl
Eye makeup color type: dark brown","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_TS5TQ8_1EO8L62_1.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,8850,Beauty > Makeup > Eye Makeup > Eyeliner,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_TS5TQ8_1EO8L62_2.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.shg,1,0
Daisy,6885284513 - 16512844484,simple,SKU_35VBJJ5_7L3BKCK,Daisyk Mood Up Mascara Long & Curl,-1,0,visible,Color family: black family,"<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_35VBJJ5_7L3BKCK_1.webp"" width=""100%"" />""",taxable,1,0,0,1,14260,13530,Beauty > Makeup > Eye Makeup > Mascara,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35VBJJ5_7L3BKCK_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35VBJJ5_7L3BKCK_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_35VBJJ5_7L3BKCK_3.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,7.5g,1,0
Merge,6612541999 - 15000620773,simple,SKU_31CXQ27_6W2ZD2D,Merge Micro Fixing Volume Curling Mascara 9ml,-1,0,visible,"Type: Volume + Curl
Eye makeup type: normal type
Presence of Pearl: No Pearl
Color family: black family","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31CXQ27_6W2ZD2D_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31CXQ27_6W2ZD2D_12.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31CXQ27_6W2ZD2D_9.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31CXQ27_6W2ZD2D_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31CXQ27_6W2ZD2D_5.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31CXQ27_6W2ZD2D_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31CXQ27_6W2ZD2D_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31CXQ27_6W2ZD2D_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31CXQ27_6W2ZD2D_6.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_31CXQ27_6W2ZD2D_8.webp"" width=""100%"" />""",taxable,1,0,0,1,14950,12900,Beauty > Makeup > Eye Makeup > Mascara,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31CXQ27_6W2ZD2D_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31CXQ27_6W2ZD2D_12.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_31CXQ27_6W2ZD2D_11.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,lice,1,0
Maybelline,6809977 - 30146536,simple,SKU_41YM1_HY57S,Maybelline New York Fashion Brow Ultra Fluffy,-1,0,visible,"Color Family: Brown
Whether waterproof: waterproof
Built-in brush: Built-in brush
Income type: -","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_41YM1_HY57S_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_41YM1_HY57S_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_41YM1_HY57S_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_41YM1_HY57S_4.webp"" width=""100%"" />""",taxable,1,0,0,1,15000,8910,Beauty > Makeup > Eye Makeup > Eyebrow,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_41YM1_HY57S_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,0.2g,1,0
Tonimori,1384741579 - 2419521768,simple,SKU_MWFTFV_140IQY0,TONY MOLY Back Gel High Tech Flat Liner 1.2g,-1,0,visible,"Eye makeup color type: black
Presence or absence of pearl: No pearl
Whether waterproof: waterproof","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_MWFTFV_140IQY0_3.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_MWFTFV_140IQY0_2.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_MWFTFV_140IQY0_4.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_MWFTFV_140IQY0_1.webp"" width=""100%"" />""",taxable,1,0,0,1,12000,9830,Beauty > Makeup > Eye Makeup > Eyeliner,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_MWFTFV_140IQY0_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,1.2g,1,0
Maybelline,1410071913 - 2446453658,simple,SKU_NBIQG9_14GJZQ2,Maybelline New York Lash Sensational Waterproof Mascara 10ml,-1,0,visible,"Whether waterproof: waterproof
Color family: black family
Type: Volume + Long + Curls
Eye makeup type: normal type","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_NBIQG9_14GJZQ2_1.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_NBIQG9_14GJZQ2_2.webp"" width=""100%"" />""",taxable,1,0,0,1,14000,9520,Beauty > Makeup > Eye Makeup > Mascara,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NBIQG9_14GJZQ2_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NBIQG9_14GJZQ2_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NBIQG9_14GJZQ2_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_NBIQG9_14GJZQ2_5.webp,",0,KeySpecifications,for all skin types,1,0,Capacity,10ml,1,0
,7014831344 - 17252359896,simple,SKU_380G6I8_7XBLY3C,Twa Touch Make Mood Eye Palette 6g,-1,0,visible,"With or without pearl: with pearl
Weight per piece: 6g
Color Family: Pink","<img src=https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_10.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_11.webp"" width=""100%"" /><img src=""https://www.celmadekorea.com/wp-content/uploads/product_images/main/SKU_380G6I8_7XBLY3C_1.jpg"" width=""100%"" />""",taxable,1,0,0,1,18500,16910,Beauty > Makeup > Eye Makeup > Eye Palette,"https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_6.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_10.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_4.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_11.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_2.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_9.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_3.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_5.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_8.webp, https://www.celmadekorea.com/wp-content/uploads/product_images/images/SKU_380G6I8_7XBLY3C_7.webp,",0,KeySpecifications,content reference,1,0,Capacity,content reference,1,0
